page_id	text	label	Pattern Category	clean_text	char_count	word_count
189	 Sorry, we could not process your request at the moment. Please try again in a few minutes. 	0	Not Dark Pattern	Sorry, we could not process your request at the moment. Please try again in a few minutes.	90	17
1446	 Jersey GBP	0	Not Dark Pattern	Jersey GBP	10	2
740	My Account 	0	Not Dark Pattern	My Account	10	2
404	No Thanks, I Don't Want a Discount	1	Misdirection	No Thanks, I Don't Want a Discount	34	7
1466	Hair Grooming Appliances	0	Not Dark Pattern	Hair Grooming Appliances	24	3
925	WOULD YOU LIKE A FREE NEXT DIRECTORY? Explore all the latest collections from your free Next Directory. By opting in to receive the Next Directory you agree that we may send you, at our discretion, further Directories usually in January and July each year, at a charge of £3.75 per publication. You also agree to receive supplementary Directories and ‘New In’ publications at no additional charge.	1	Sneaking	WOULD YOU LIKE A FREE NEXT DIRECTORY? Explore all the latest collections from your free Next Directory. By opting in to receive the Next Directory you agree that we may send you, at our discretion, further Directories usually in January and July each year, at a charge of £3.75 per publication. You also agree to receive supplementary Directories and ‘New In’ publications at no additional charge.	397	66
1009	Pedal Refresh Kit - Doubleshot	0	Not Dark Pattern	Pedal Refresh Kit - Doubleshot	30	5
401	I'd rather pay full price	1	Misdirection	I'd rather pay full price	25	5
597	Hurry up! Sales Ends in DAYS HRS MINS SECS by Beeketing 	1	Urgency	Hurry up! Sales Ends in DAYS HRS MINS SECS by Beeketing	55	11
1163	Only 8 items left in stock!	1	Scarcity	Only 8 items left in stock!	27	6
1125	ONLY 1 LEFT IN STOCK!	1	Scarcity	ONLY 1 LEFT IN STOCK!	21	5
1743	Subscribe & Save (15%): $ 16.99	1	Misdirection	Subscribe & Save (15%): $ 16.99	31	6
1536	Shop Plus Shorts by Pattern	0	Not Dark Pattern	Shop Plus Shorts by Pattern	27	5
1044	 Dry Direct Incontinence Personal Care Daily Living Safety Bedroom Nutrition Mobility Lift Aids Medical Supplies Plus Size 	0	Not Dark Pattern	Dry Direct Incontinence Personal Care Daily Living Safety Bedroom Nutrition Mobility Lift Aids Medical Supplies Plus Size	121	17
638	Clarity Remotes	0	Not Dark Pattern	Clarity Remotes	15	2
1648	Summary	0	Not Dark Pattern	Summary	7	1
1405	 Limited Edition Colors 	0	Not Dark Pattern	Limited Edition Colors	22	3
1736	For instance, we use cookies allowing us to remember information provided by the users from a page to another, choices made by users and information provided by users (name, language preference, country of residence…). In particular, we use the following functional cookies: 	0	Not Dark Pattern	For instance, we use cookies allowing us to remember information provided by the users from a page to another, choices made by users and information provided by users (name, language preference, country of residence…). In particular, we use the following functional cookies:	274	42
1035	FRAMON #2 Code Machine Offer - Limited time offer!	1	Urgency	FRAMON #2 Code Machine Offer - Limited time offer!	50	9
1536	Jewelry and Watches	0	Not Dark Pattern	Jewelry and Watches	19	3
1109	Limited stock!	1	Scarcity	Limited stock!	14	2
1433	Hurry! Only 2 left in stock!	1	Scarcity	Hurry! Only 2 left in stock!	28	6
1451	*	0	Not Dark Pattern	*	1	1
1015	SLEEP EVENT OFFERS - LIMITED TIME ONLY	1	Urgency	SLEEP EVENT OFFERS - LIMITED TIME ONLY	38	7
1604	This chart should be used as a guide only. Due to each manufacturer’s size scale inconsistencies may occur.	0	Not Dark Pattern	This chart should be used as a guide only. Due to each manufacturer’s size scale inconsistencies may occur.	107	18
1626	Only 1 left in Stock!	1	Scarcity	Only 1 left in Stock!	21	5
198	Competitions	0	Not Dark Pattern	Competitions	12	1
1328	 Shop All Men's Boots 	0	Not Dark Pattern	Shop All Men's Boots	20	4
179	Expand My eBay	0	Not Dark Pattern	Expand My eBay	14	3
283	Oliver in Rotterdam, Netherlands purchased a England Away Soccer Shorts 2018 About 9 hours ago	1	Social Proof	Oliver in Rotterdam, Netherlands purchased a England Away Soccer Shorts 2018 About 9 hours ago	94	15
822	Jumpers, Shirts & T-Shirts	0	Not Dark Pattern	Jumpers, Shirts & T-Shirts	26	4
395	Media Players	0	Not Dark Pattern	Media Players	13	2
1295	Only 3 left In Stock	1	Scarcity	Only 3 left In Stock	20	5
920	Father's Day Gifts	0	Not Dark Pattern	Father's Day Gifts	18	3
931	Enjoy FREE shipping with WSJwine Advantage	1	Sneaking	Enjoy FREE shipping with WSJwine Advantage	42	6
1390	only 2 left!	1	Scarcity	only 2 left!	12	3
1372	Only 1 in stock	1	Scarcity	Only 1 in stock	15	4
1377	Only 8 item(s) left.	1	Scarcity	Only 8 item(s) left.	20	4
616	Spring Sale Extended	1	Urgency	Spring Sale Extended	20	3
347	No, I don't want a discount	1	Misdirection	No, I don't want a discount	27	6
421	No thanks, I don't want the free gift.	1	Misdirection	No thanks, I don't want the free gift.	38	8
1044	Extra Soft Cleansing Wipes	0	Not Dark Pattern	Extra Soft Cleansing Wipes	26	4
1373	Men's Accessories 	0	Not Dark Pattern	Men's Accessories	17	2
280	jennifer just bought Rainbow Moonstone Healing Heartabout 6 hours ago	1	Social Proof	jennifer just bought Rainbow Moonstone Healing Heartabout 6 hours ago	69	10
1051	SAVE $300.00\nfor limited time	1	Urgency	SAVE $300.00\nfor limited time	30	4
787	Enter Catalog/Email Code	0	Not Dark Pattern	Enter Catalog/Email Code	24	3
466	[NO THANKS, I'LL JUST WALK]	1	Misdirection	[NO THANKS, I'LL JUST WALK]	27	5
638	Yaris Remotes	0	Not Dark Pattern	Yaris Remotes	13	2
1513	Currently 8 left in stock.	1	Scarcity	Currently 8 left in stock.	26	5
340	NO, I DON'T FEEL LUCKY	1	Misdirection	NO, I DON'T FEEL LUCKY	22	5
1457	Currently less than 10 available	1	Scarcity	Currently less than 10 available	32	5
998	Ends Sunday! $200 off any mattress . free shipping & free returns!	1	Urgency	Ends Sunday! $200 off any mattress . free shipping & free returns!	66	12
247	Stay on Next.co.uk	0	Not Dark Pattern	Stay on Next.co.uk	18	3
1206	Only 8 left!	1	Scarcity	Only 8 left!	12	3
1213	Only 1 items left in stock!	1	Scarcity	Only 1 items left in stock!	27	6
1469	___	0	Not Dark Pattern	___	3	1
1381	View All Home Accessories	0	Not Dark Pattern	View All Home Accessories	25	4
568	Healing Crystals are natural beings just like the trees, mountain or flowers. The result of diverse chemical reactions inside the earth over a millennium, gemstones are a true wonder of nature. When you touch a healing crystal, there is a transfer of heat and energy that leads to activation of chakra points. These therapeutic powers noticed in the presence of gemstones are the reason they are called healing crystals. With some crystals as old as the earth, there is immense wisdom in crystal use.	0	Not Dark Pattern	Healing Crystals are natural beings just like the trees, mountain or flowers. The result of diverse chemical reactions inside the earth over a millennium, gemstones are a true wonder of nature. When you touch a healing crystal, there is a transfer of heat and energy that leads to activation of chakra points. These therapeutic powers noticed in the presence of gemstones are the reason they are called healing crystals. With some crystals as old as the earth, there is immense wisdom in crystal use.	500	84
1446	How to cast on	0	Not Dark Pattern	How to cast on	14	4
1550	Tree Frog Terrariums	0	Not Dark Pattern	Tree Frog Terrariums	20	3
174	9 people are currently viewing this product	1	Social Proof	9 people are currently viewing this product	43	7
1623	ONLY 1 WATCH LEFT	1	Scarcity	ONLY 1 WATCH LEFT	17	4
293	2+ people just viewed this product	1	Social Proof	2+ people just viewed this product	34	6
1583	94% offers claimed. Hurry up!	1	Scarcity	94% offers claimed. Hurry up!	29	5
435	I'D RATHER PAY FULL PRICE	1	Misdirection	I'D RATHER PAY FULL PRICE	25	5
747	KidsAuthentic	0	Not Dark Pattern	KidsAuthentic	13	1
1706	*** Get 50% Off Your 2nd Case OR a Canopy Screen Protector *** A 50% OFF discount will be automatically applied to the lowest priced item in your cart when you check out with more than one item! (excludes Clearance items) Click to Choose Another Item	1	Misdirection	*** Get 50% Off Your 2nd Case OR a Canopy Screen Protector *** A 50% OFF discount will be automatically applied to the lowest priced item in your cart when you check out with more than one item! (excludes Clearance items) Click to Choose Another Item	250	46
850	Country (Optional)	0	Not Dark Pattern	Country (Optional)	18	2
230	Hair treatments	0	Not Dark Pattern	Hair treatments	15	2
1736	Product Recycling	0	Not Dark Pattern	Product Recycling	17	2
1772	Purchase protection added	1	Sneaking	Purchase protection added	25	3
1432	Only 6 items left	1	Scarcity	Only 6 items left	17	4
313	39 people have this in their cart	1	Social Proof	39 people have this in their cart	33	7
113	 Sunflower 	0	Not Dark Pattern	Sunflower	9	1
1177	23% left in stock!	1	Scarcity	23% left in stock!	18	4
1573	Gold Collection	0	Not Dark Pattern	Gold Collection	15	2
1592	In Stock. Only 1 Left!	1	Scarcity	In Stock. Only 1 Left!	22	5
1146	Status:Only 3 left in stock	1	Scarcity	Status:Only 3 left in stock	27	5
396	No thanks - I don't want to save money	1	Misdirection	No thanks - I don't want to save money	38	9
1723	Amazing service and quality! Lee up the excellent work.	0	Not Dark Pattern	Amazing service and quality! Lee up the excellent work.	55	9
513	Today's sale ends in: 00hours:57min:19sec	1	Urgency	Today's sale ends in: 00hours:57min:19sec	41	5
1128	ONLY 7 LEFT!	1	Scarcity	ONLY 7 LEFT!	12	3
1333	Business, Office & Industrial	0	Not Dark Pattern	Business, Office & Industrial	29	4
1330	My Story	0	Not Dark Pattern	My Story	8	2
134	8 people are looking at this artwork	1	Social Proof	8 people are looking at this artwork	36	7
1351	 Coffee 	0	Not Dark Pattern	Coffee	6	1
1723	Add on something to make it extra special!	1	Misdirection	Add on something to make it extra special!	42	8
1056	 Take time to pay.	0	Not Dark Pattern	Take time to pay.	17	4
808	OFFER ENDS 00:54:59	1	Urgency	OFFER ENDS 00:54:59	19	3
1734	Other Items On Special Offer:	1	Misdirection	Other Items On Special Offer:	29	5
882	You may change the items in your order, or cancel the Smartship at anytime, up until 3 days prior to the scheduled ship date of your Smartship by calling Customer Service at 1-800-518-0284.	1	Obstruction	You may change the items in your order, or cancel the Smartship at anytime, up until 3 days prior to the scheduled ship date of your Smartship by calling Customer Service at 1-800-518-0284.	189	33
993	LIMITED TIME SALE	1	Urgency	LIMITED TIME SALE	17	3
428	NO THANKS, I DON'T WANT TO SAVE	1	Misdirection	NO THANKS, I DON'T WANT TO SAVE	31	7
414	Authenticity Guaranteed	0	Not Dark Pattern	Authenticity Guaranteed	23	2
117	 GeekVape Pursue a Healthy Vaping Experience 	0	Not Dark Pattern	GeekVape Pursue a Healthy Vaping Experience	43	6
1679	320 items left	1	Scarcity	320 items left	14	3
1340	HURRY! 3 left in stock!	1	Scarcity	HURRY! 3 left in stock!	23	5
158	Nectar	0	Not Dark Pattern	Nectar	6	1
1451	 My Project Lists 	0	Not Dark Pattern	My Project Lists	16	3
300	Adjustable Cuffs With Inner Knitted Cuff	0	Not Dark Pattern	Adjustable Cuffs With Inner Knitted Cuff	40	6
638	Tribeca Remotes	0	Not Dark Pattern	Tribeca Remotes	15	2
1158	Brand 	0	Not Dark Pattern	Brand	5	1
879	I would like to join Backstage Pass & agree to the Terms & Conditions & to receive emails & other promotional offers.	1	Forced Action	I would like to join Backstage Pass & agree to the Terms & Conditions & to receive emails & other promotional offers.	117	22
1044	The Dry Direct Ultimate is a great product, the best we have found. Customer service is very efficient, and deliveries have always been on time. We are very satisfied with Parentgiving in all aspects.	0	Not Dark Pattern	The Dry Direct Ultimate is a great product, the best we have found. Customer service is very efficient, and deliveries have always been on time. We are very satisfied with Parentgiving in all aspects.	200	34
1649	(ONLY 1 LEFT IN THIS SIZE!)	1	Scarcity	(ONLY 1 LEFT IN THIS SIZE!)	27	6
1627	Only 65 Items Left.	1	Scarcity	Only 65 Items Left.	19	4
1270	Only 3 left in stock.	1	Scarcity	Only 3 left in stock.	21	5
459	I Don't Like to Save Money	1	Misdirection	I Don't Like to Save Money	26	6
1350	In Stock, Only 1 Left!	1	Scarcity	In Stock, Only 1 Left!	22	5
113	Really good quality contacts and they work well on my eyes. Would definitely order again!!!!	0	Not Dark Pattern	Really good quality contacts and they work well on my eyes. Would definitely order again!!!!	92	15
596	Explosive Offers! 80% Off Everything 07:25:41	1	Urgency	Explosive Offers! 80% Off Everything 07:25:41	45	6
822	Warne Mounts	0	Not Dark Pattern	Warne Mounts	12	2
1736	Report a Fake Product	0	Not Dark Pattern	Report a Fake Product	21	4
1026	 Shop All NFL 	0	Not Dark Pattern	Shop All NFL	12	3
1446	Tapestry Guide	0	Not Dark Pattern	Tapestry Guide	14	2
1300	Only 4 left	1	Scarcity	Only 4 left	11	3
790	I absolutely loved it! It made everyone laugh and my desk gets an obscene amount of compliments for it. The quality is superb! I am now definitely going to be a loyal shopper at PosterGully	0	Not Dark Pattern	I absolutely loved it! It made everyone laugh and my desk gets an obscene amount of compliments for it. The quality is superb! I am now definitely going to be a loyal shopper at PosterGully	189	35
1459	Decades Shop	0	Not Dark Pattern	Decades Shop	12	2
369	I'LL PAY FULL PRICE	1	Misdirection	I'LL PAY FULL PRICE	19	4
1241	gifts for wife	0	Not Dark Pattern	gifts for wife	14	3
1246	Hurry only 1 left!	1	Scarcity	Hurry only 1 left!	18	4
1345	Only 8 item(s) left	1	Scarcity	Only 8 item(s) left	19	4
382	No thanks, I’d rather not win.	1	Misdirection	No thanks, I’d rather not win.	30	6
1387	LOW IN STOCK, only 2 left	1	Scarcity	LOW IN STOCK, only 2 left	25	6
1192	74% offers claimed. Hurry up!	1	Scarcity	74% offers claimed. Hurry up!	29	5
1536	Color Block	0	Not Dark Pattern	Color Block	11	2
357	I'd rather not save	1	Misdirection	I'd rather not save	19	4
1446	Only 2 left in stock!	1	Scarcity	Only 2 left in stock!	21	5
1351	You have no items in your basket.	0	Not Dark Pattern	You have no items in your basket.	33	7
362	no thanks, I hate fun & games	1	Misdirection	no thanks, I hate fun & games	29	7
529	00 Days 02 Hrs 26 Mins 12 Sec Sale Ends Once The Timer Hits Zero!	1	Urgency	00 Days 02 Hrs 26 Mins 12 Sec Sale Ends Once The Timer Hits Zero!	65	15
811	Soft Flexible (Classic) 	0	Not Dark Pattern	Soft Flexible (Classic)	23	3
306	Glasses and Goggles	0	Not Dark Pattern	Glasses and Goggles	19	3
1044	 Zero Gravity Lift Chairs 	0	Not Dark Pattern	Zero Gravity Lift Chairs	24	4
80	Bobby in Decatur, United States just purchased	1	Social Proof	Bobby in Decatur, United States just purchased	46	7
112	tuvia eisenberg Systematics in Tel Aviv, Israel purchased a	1	Social Proof	tuvia eisenberg Systematics in Tel Aviv, Israel purchased a	59	9
683	Your Cart Will Expire In 09:58 minutes!Please note that these items may not be available again if you release them.	1	Urgency	Your Cart Will Expire In 09:58 minutes!Please note that these items may not be available again if you release them.	115	20
1446	All Cross Stitch Patterns	0	Not Dark Pattern	All Cross Stitch Patterns	25	4
1330	 Year of Ours 	0	Not Dark Pattern	Year of Ours	12	3
1658	Gear Up	0	Not Dark Pattern	Gear Up	7	2
883	Weight Management Shakes help cut cals, control appetite, and drop LBS.* Learn more about Weight Management Shakes.	0	Not Dark Pattern	Weight Management Shakes help cut cals, control appetite, and drop LBS.* Learn more about Weight Management Shakes.	115	17
1330	Tretorn	0	Not Dark Pattern	Tretorn	7	1
907	 Loyalty Points 	0	Not Dark Pattern	Loyalty Points	14	2
919	 How to Recycle 	0	Not Dark Pattern	How to Recycle	14	3
353	 Color Yellow Smoke Blue Pink Orange	0	Not Dark Pattern	Color Yellow Smoke Blue Pink Orange	35	6
849	SAVE 10% On All Orders. No Voucher Code Needed Expires in 18:07:59.	1	Urgency	SAVE 10% On All Orders. No Voucher Code Needed Expires in 18:07:59.	67	12
1469	Art & Crafting Tools	0	Not Dark Pattern	Art & Crafting Tools	20	4
291	One customer bought this article in the last 53 min.	1	Social Proof	One customer bought this article in the last 53 min.	52	10
4	 Highlight Hover 	0	Not Dark Pattern	Highlight Hover	15	2
1044	 Disposable Washcloths 	0	Not Dark Pattern	Disposable Washcloths	21	2
1051	Accuscreens	0	Not Dark Pattern	Accuscreens	11	1
1197	 Jumpers + Sweaters 	0	Not Dark Pattern	Jumpers + Sweaters	18	3
113	 Contact Lens Washer 	0	Not Dark Pattern	Contact Lens Washer	19	3
1173	Only 9 Left!	1	Scarcity	Only 9 Left!	12	3
1327	Hurry! Only 2 left!	1	Scarcity	Hurry! Only 2 left!	19	4
18	2 people are looking at this listing now	1	Social Proof	2 people are looking at this listing now	40	8
1488	Every Purchase Helps Your NRA:	0	Not Dark Pattern	Every Purchase Helps Your NRA:	30	5
1175	1 left at this price	1	Scarcity	1 left at this price	20	5
1051	 BACK TO TOP 	0	Not Dark Pattern	BACK TO TOP	11	3
1421	ONLY 12.5M LEFT IN STOCK!	1	Scarcity	ONLY 12.5M LEFT IN STOCK!	25	5
1732	Protect Your Gear	1	Misdirection	Protect Your Gear	17	3
1013	 Outdoor Recreation 	0	Not Dark Pattern	Outdoor Recreation	18	2
230	Allow All	0	Not Dark Pattern	Allow All	9	2
108	We are currently accepting and processing orders from following:	0	Not Dark Pattern	We are currently accepting and processing orders from following:	64	9
1013	What could have caused this?	0	Not Dark Pattern	What could have caused this?	28	5
191	210+ bought	1	Social Proof	210+ bought	11	2
457	No thanks, I'm not interested in saving money.	1	Misdirection	No thanks, I'm not interested in saving money.	46	8
1367	 SHIPPING INFO 	0	Not Dark Pattern	SHIPPING INFO	13	2
230	Plus, get free shipping on your first order!	0	Not Dark Pattern	Plus, get free shipping on your first order!	44	8
638	BMW Remotes	0	Not Dark Pattern	BMW Remotes	11	2
1759	All You™	0	Not Dark Pattern	All You™	8	2
292	Someone in Mount Louisa bought a Coleman Folding Table & Bench Set 2 minutes ago	1	Social Proof	Someone in Mount Louisa bought a Coleman Folding Table & Bench Set 2 minutes ago	80	15
622	 Summer Casual Printed Short Sleeve T-Shirt 	0	Not Dark Pattern	Summer Casual Printed Short Sleeve T-Shirt	42	6
1488	 Join NRA or Renew	0	Not Dark Pattern	Join NRA or Renew	17	4
1708	Don't forget the essentials Get up to 2 years of accidental damage coverage with AppleCare+.	1	Misdirection	Don't forget the essentials Get up to 2 years of accidental damage coverage with AppleCare+.	92	15
103	Know exactly what’s going on at home and be alerted of emergencies in real time. 	0	Not Dark Pattern	Know exactly what’s going on at home and be alerted of emergencies in real time.	80	15
638	Become an Affiliate	0	Not Dark Pattern	Become an Affiliate	19	3
1810	Competitor Price: $172.00	1	Misdirection	Competitor Price: $172.00	25	3
438	No thanks, I'd rather pay more	1	Misdirection	No thanks, I'd rather pay more	30	6
1151	6 items left! Order soon.	1	Scarcity	6 items left! Order soon.	25	5
811	Sports 	0	Not Dark Pattern	Sports	6	1
1582	ONLY 20 LEFT IN STOCK	1	Scarcity	ONLY 20 LEFT IN STOCK	21	5
414	Immunity & Well BeingLean Muscle MassWeight LossBulk GainStress & Relaxation	0	Not Dark Pattern	Immunity & Well BeingLean Muscle MassWeight LossBulk GainStress & Relaxation	76	10
1604	By Brand All Men's Brands 	0	Not Dark Pattern	By Brand All Men's Brands	25	5
1673	Customer Feedback	0	Not Dark Pattern	Customer Feedback	17	2
1013	 Read the FAQ 	0	Not Dark Pattern	Read the FAQ	12	3
1232	ONLY 1 LEFT	1	Scarcity	ONLY 1 LEFT	11	3
364	No thanks, I don't want 15% off	1	Misdirection	No thanks, I don't want 15% off	31	7
680	The presence of flowers is enough to make any occasion or moment truly a memorable affair. Flowers can make an ordinary room extremely beautiful. Flowers are widely used in decorations, as gifts, or even as ornaments on various dresses. People can explore a variety of fresh vibrant flowers such as roses, tulips, orchids, carnations, sunflowers, chrysanthemums and a lot more through the help of our online gifting store. All these beautiful flowers will be delivered at your desired destination in blooming condition only. With an unmatched beauty and fragrance, these gorgeous and lovely flowers can easily mesmerise any individual in an effortless manner.	0	Not Dark Pattern	The presence of flowers is enough to make any occasion or moment truly a memorable affair. Flowers can make an ordinary room extremely beautiful. Flowers are widely used in decorations, as gifts, or even as ornaments on various dresses. People can explore a variety of fresh vibrant flowers such as roses, tulips, orchids, carnations, sunflowers, chrysanthemums and a lot more through the help of our online gifting store. All these beautiful flowers will be delivered at your desired destination in blooming condition only. With an unmatched beauty and fragrance, these gorgeous and lovely flowers can easily mesmerise any individual in an effortless manner.	659	103
307	Ashley in Auburn, United States purchased a Check Plz iPhone X/Xs Case about 24 minutes ago	1	Social Proof	Ashley in Auburn, United States purchased a Check Plz iPhone X/Xs Case about 24 minutes ago	91	16
193	99 people are looking at this right now	1	Social Proof	99 people are looking at this right now	39	8
237	Someone from South Gate, California just purchased the Admiral JR / Spektrum Servo Connector Plug Set (Male and Female - 2 Pairs)	1	Social Proof	Someone from South Gate, California just purchased the Admiral JR / Spektrum Servo Connector Plug Set (Male and Female - 2 Pairs)	129	22
398	Medium GreyLogan T-Shirt Jersey Comforter and Sham Set	0	Not Dark Pattern	Medium GreyLogan T-Shirt Jersey Comforter and Sham Set	54	8
680	 All Birthday Gifts 	0	Not Dark Pattern	All Birthday Gifts	18	3
1609	Rainbow Li	0	Not Dark Pattern	Rainbow Li	10	2
1466	• Recommended to be used with Downy for better long lasting freshness 	0	Not Dark Pattern	• Recommended to be used with Downy for better long lasting freshness	69	12
1575	cookie host	0	Not Dark Pattern	cookie host	11	2
1487	Only 4 left!	1	Scarcity	Only 4 left!	12	3
1461	Almost Sold Out! Only 2 Left.	1	Scarcity	Almost Sold Out! Only 2 Left.	29	6
287	Pay With:	0	Not Dark Pattern	Pay With:	9	2
623	Days left until the offer ends: 00 Days 04:43:35	1	Urgency	Days left until the offer ends: 00 Days 04:43:35	48	9
1158	 Data Processor Privacy Policy: https://videoly.co/privacy-policy 	0	Not Dark Pattern	Data Processor Privacy Policy: https://videoly.co/privacy-policy	64	5
1604	 School Shoes	0	Not Dark Pattern	School Shoes	12	2
622	 V-neck Casual Loose Embroidered Short Sleeve Blouse 	0	Not Dark Pattern	V-neck Casual Loose Embroidered Short Sleeve Blouse	51	7
1799	Spin to unlock your mystery offer	1	Misdirection	Spin to unlock your mystery offer	33	6
1423	Only 2 items left in stock.	1	Scarcity	Only 2 items left in stock.	27	6
135	104 people viewed this product recently!	1	Social Proof	104 people viewed this product recently!	40	6
306	Material: Made with Cordura fabric	0	Not Dark Pattern	Material: Made with Cordura fabric	34	5
270	Armin Dinovic bought 10M Runescape 3 Gold Order total: 3,70€ About 10 seconds ago	1	Social Proof	Armin Dinovic bought 10M Runescape 3 Gold Order total: 3,70€ About 10 seconds ago	81	14
209	Recent searches	0	Not Dark Pattern	Recent searches	15	2
1730	Gorgeous, lasting high-quality hair color—crafted in Italy.	0	Not Dark Pattern	Gorgeous, lasting high-quality hair color—crafted in Italy.	59	7
1407	Only A Few Left	1	Scarcity	Only A Few Left	15	4
569	 Apple iPhone X » 	0	Not Dark Pattern	Apple iPhone X »	16	4
16	Rebecca in Buffalo just bought Sateen Twill Swatchabout 1 hour ago	1	Social Proof	Rebecca in Buffalo just bought Sateen Twill Swatchabout 1 hour ago	66	11
1428	Certified Face Masks	0	Not Dark Pattern	Certified Face Masks	20	3
1736	 Price Low To High 	0	Not Dark Pattern	Price Low To High	17	4
1456	1 in stock	1	Scarcity	1 in stock	10	3
40	Leah Rich in Louisville, United States purchased a	1	Social Proof	Leah Rich in Louisville, United States purchased a	50	8
1536	Home + Tech Almost Gone	0	Not Dark Pattern	Home + Tech Almost Gone	23	5
1066	SAVE TODAY: Save 20% on lighting by Le Klint. Limited time only.	1	Urgency	SAVE TODAY: Save 20% on lighting by Le Klint. Limited time only.	64	12
1578	Only 3 Left! Get it before it`s gone!	1	Scarcity	Only 3 Left! Get it before it`s gone!	37	8
473	No thanks, I'll be the last to know.	1	Misdirection	No thanks, I'll be the last to know.	36	8
1694	Hurry Up ! Just 2 Items Left in stock	1	Scarcity	Hurry Up ! Just 2 Items Left in stock	37	9
1653	Toe Ring	0	Not Dark Pattern	Toe Ring	8	2
1009	Women's Acid Wash Scoopneck Sweater	0	Not Dark Pattern	Women's Acid Wash Scoopneck Sweater	35	5
248	62 people have looked at this item in the last few hours.	1	Social Proof	62 people have looked at this item in the last few hours.	57	12
1536	Boys Grey School Uniforms	0	Not Dark Pattern	Boys Grey School Uniforms	25	4
124	8 customers have bought today	1	Social Proof	8 customers have bought today	29	5
287	My Reviews	0	Not Dark Pattern	My Reviews	10	2
1259	Last 1 in stock	1	Scarcity	Last 1 in stock	15	4
1293	Skin Concerns	0	Not Dark Pattern	Skin Concerns	13	2
1087	Only 1 left!	1	Scarcity	Only 1 left!	12	3
1383	Only a few left	1	Scarcity	Only a few left	15	4
527	Romper Swimwear	0	Not Dark Pattern	Romper Swimwear	15	2
1468	 View All Mattress Accessories 	0	Not Dark Pattern	View All Mattress Accessories	29	4
1139	The page you were looking for doesn't exist.	0	Not Dark Pattern	The page you were looking for doesn't exist.	44	8
724	A very fun outfit for a less formal event like a sangeet! Husband said the bell bottom type pants were fun to dance in :)	0	Not Dark Pattern	A very fun outfit for a less formal event like a sangeet! Husband said the bell bottom type pants were fun to dance in :)	121	25
1013	 Chair Accessories 	0	Not Dark Pattern	Chair Accessories	17	2
458	No Thanks, I'll let this offer sail away	1	Misdirection	No Thanks, I'll let this offer sail away	40	8
991	Stay in the Know	0	Not Dark Pattern	Stay in the Know	16	4
622	 V-neck Casual Loose Vintage Print Short Sleeve T-shirt 	0	Not Dark Pattern	V-neck Casual Loose Vintage Print Short Sleeve T-shirt	54	8
1664	Limited stock available	1	Scarcity	Limited stock available	23	3
108	Thank you for posting a question!	0	Not Dark Pattern	Thank you for posting a question!	33	6
628	Installation InstructionsPolicies & Terms of UseFinancingSite Map	0	Not Dark Pattern	Installation InstructionsPolicies & Terms of UseFinancingSite Map	65	7
350	Golf Shop	0	Not Dark Pattern	Golf Shop	9	2
680	 Plastic 	0	Not Dark Pattern	Plastic	7	1
1009	Synthesis XCT Alloy Front Wheel	0	Not Dark Pattern	Synthesis XCT Alloy Front Wheel	31	5
917	Hugs and Kisses Rose Bouquet $44.99 Discount -$6.75 Delivery $13.99 Tax $3.46 Item Total $55.69	1	Sneaking	Hugs and Kisses Rose Bouquet $44.99 Discount -$6.75 Delivery $13.99 Tax $3.46 Item Total $55.69	95	15
1536	Shop Tops by Pattern	0	Not Dark Pattern	Shop Tops by Pattern	20	4
1536	Striped Tops	0	Not Dark Pattern	Striped Tops	12	2
247	My AccountSign-in to your account	0	Not Dark Pattern	My AccountSign-in to your account	33	5
498	Due To HIGH Demand, Cart Expires In: 08:41	1	Urgency	Due To HIGH Demand, Cart Expires In: 08:41	42	8
1195	ONLY 3 LEFT! GET IT NOW!	1	Scarcity	ONLY 3 LEFT! GET IT NOW!	24	6
136	5 people are looking at this product right now	1	Social Proof	5 people are looking at this product right now	46	9
833	 Get The Look The Full Story Shop Now Read More 	0	Not Dark Pattern	Get The Look The Full Story Shop Now Read More	46	10
4	Don’t worry. We’ve got your back.	0	Not Dark Pattern	Don’t worry. We’ve got your back.	33	6
543	Hurry up! Discount Ends in DAYS HRS MINS SECS	1	Urgency	Hurry up! Discount Ends in DAYS HRS MINS SECS	45	9
947	Extremely high demand: expect 2-4 weeks for it to arrive (to be safe). Limit 4 per person!	1	Scarcity	Extremely high demand: expect 2-4 weeks for it to arrive (to be safe). Limit 4 per person!	90	17
1373	 C.P. Company 	0	Not Dark Pattern	C.P. Company	12	2
75	In other users' carts 59	1	Social Proof	In other users' carts 59	24	5
1330	Nicholas Kirkwood	0	Not Dark Pattern	Nicholas Kirkwood	17	2
1759	Aids mental processing†	0	Not Dark Pattern	Aids mental processing†	23	3
218	Awhi from Hicks Bay, Gisborne, New Zealand just bought	1	Social Proof	Awhi from Hicks Bay, Gisborne, New Zealand just bought	54	9
1434	 Crossbody & Belt Bags 	0	Not Dark Pattern	Crossbody & Belt Bags	21	4
776	clear text 	0	Not Dark Pattern	clear text	10	2
143	24 people currently interested	1	Social Proof	24 people currently interested	30	4
179	 Worldwide 	0	Not Dark Pattern	Worldwide	9	1
